Company Name (English),Company Name (Chinese),Booth/Hall Number,Hall Name (English),Hall Name (Chinese),All Booths,ID
"NINGBO ZHEHANG BIKE CO., LTD.",宁波哲航车业有限公司,E2,Accessories,零配件馆,E2-1711,official_193
"TIANJIN JOOD METAL PRODUCTS CO., LTD.",天津钜德成金属制品有限公司,E2,Accessories,零配件馆,E2-1713,official_194
"TSLG (KUNSHAN) CO., LTD.",耐落螺丝（昆山）有限公司,E2,Accessories,零配件馆,E2-1717,official_195
"HANGZHOU XINLU CHAIN GUARD CO., LTD.",杭州鑫鹿链罩有限公司,E2,Accessories,零配件馆,E2-1719,official_196
TAI ZHOU XRD BICYCLE PARTS,泰州市新锐达车业有限公司,E2,Accessories,零配件馆,E2-1721,official_197
XINGTAI BEIFUTE ZIXINGCHE YOUXIANGONGSI,邢台贝浮特自行车有限公司,E2,Accessories,零配件馆,E2-1722,official_198
恒美自行车（天津）有限公司,恒美自行车（天津）有限公司,E2,Accessories,零配件馆,E2-1725,official_199
"ZEIT BICYCLE INDUSTRIAL CO., LTD.",柴特工业有限公司,E2,Accessories,零配件馆,E2-1727,official_200
"NINGBO FINESUN BEARING CO., LTD.",慈溪市合进成轴承有限公司,E2,Accessories,零配件馆,E2-1728,official_201
ALPHA CYCLING,杭州爱赛客科技有限公司,E2,Accessories,零配件馆,E2-1729,official_202
"TIANJIN HAIYUE TECHNOLOGY CO., LTD.",天津海越科技有限公司,E2,Accessories,零配件馆,E2-1731,official_203
"SHANGHAI HUIMEI PLASTIC CO., LTD.",上海汇美塑料制品有限公司,E2,Accessories,零配件馆,E2-1801,official_204
邢台正锋自行车零件有限公司,邢台正锋自行车零件有限公司,E2,Accessories,零配件馆,E2-1803,official_205
"MING SHIJU CO., LTD.",名师车有限公司,E2,Accessories,零配件馆,E2-1805,official_206
"XINGTAI SHENGXIN BICYCLE CO., LTD.",邢台市胜鑫自行车有限公司,E2,Accessories,零配件馆,E2-1806,official_207
天津耀胜运动器材有限公司（天津市武清区东鑫自行车零件厂）,天津耀胜运动器材有限公司（天津市武清区东鑫自行车零件厂）,E2,Accessories,零配件馆,E2-1808,official_208
"SHENZHEN MOZO TECHNOLOGY CO., LTD.",深圳市摩大科技有限公司,E2,Accessories,零配件馆,E2-1811,official_209
"LIDROP TECHNOLOGY (SHENZHEN) CO., LTD.",一丁点科技（深圳）有限公司,E2,Accessories,零配件馆,E2-1813,official_210
"SHENZHEN WEIKAILONG CAR INDUSTRY CO., LTD.",深圳市威凯龙车业有限公司,E2,Accessories,零配件馆,E2-1815,official_211
"JIANGSU SAFORT METAL PRODUCTS CO., LTD.",江苏喜富德金属制品有限公司,E2,Accessories,零配件馆,E2-1817,official_212
"TIANJIN MEGHNA BICYCLE CO., LTD.",天津美格纳自行车有限公司,E3,Accessories,零配件馆,E3-0001,official_213
"HANGZHOU ZHONGXING BICYCLE CO., LTD.",杭州中兴车业有限公司,E3,Accessories,零配件馆,E3-0006,official_214
"WENZHOU LITTLE SQUIRREL HARDWARE CO., LTD.",温州小松鼠五金有限公司,E3,Accessories,零配件馆,E3-0008,official_215
"HEBEI BAISIKE BICYCLE CO., LTD.",河北佰思克车业有限公司,E3,Accessories,零配件馆,E3-0009,official_216
"NINGBO JITENG VEHICLE PARTS CO., LTD.",宁波吉腾车辆配件有限公司,E3,Accessories,零配件馆,E3-0013,official_217
"HANGZHOU ZIFENG BICYCLE CO., LTD.",浙江自凤自行车有限公司,E3,Accessories,零配件馆,E3-0015,official_218
"CIXI KAIYU MANIPULATE CABLE CO., LTD.",慈溪市凯宇操纵索有限公司,E3,Accessories,零配件馆,E3-0017,official_219
"NINGBO BIKEBEARING CO., LTD.",宁波百克轴承有限公司,E3,Accessories,零配件馆,E3-0021,official_220
TJXHD ZIXINGBIKE,天津鑫辉达自行车有限公司,E3,Accessories,零配件馆,E3-0022,official_221
"FOSHAN HONGZUAN SPORTING GOODS CO., LTD.",佛山市鸿钻运动用品有限公司,E3,Accessories,零配件馆,E3-0023,official_222
"CIXI DAFENG BICYCLE CO., LTD.",慈溪大丰车业有限公司,E3,Accessories,零配件馆,"E3-0025, E5-0013",official_223
SINMAT TECHNOLOGY CORP.,南宜国际材料有限公司,E3,Accessories,零配件馆,E3-0029,official_224
QINGDAO ROADUP VEHICLE PARTS,青岛路达普车辆配件有限公司,E3,Accessories,零配件馆,E3-0031,official_225
"NINGBO AOYANG BICYCLE CO., LTD.",宁波奥洋车业有限公司,E3,Accessories,零配件馆,E3-0105,official_226
HENGYANG CHEYE,慈溪市恒阳车业有限公司,E3,Accessories,零配件馆,E3-0109,official_227
"NINGBO ZHIDE BICYCLE INDUSTRY CO., LTD.",宁波智德车业有限公司,E3,Accessories,零配件馆,E3-0112,official_228
"TIANJIN SSEART NEW MATERIAL CO., LTD.",天津盛达新材料有限公司,E3,Accessories,零配件馆,E3-0114,official_229
"JIAXING XIUSHUI CHAINGUARD CO., LTD.",嘉兴市秀水链罩股份有限公司,E3,Accessories,零配件馆,E3-0116,official_230
"TAIZHOU RIXIN BICYCLE INDUSTRY CO., LTD.",台州市日新车业股份有限公司,E3,Accessories,零配件馆,E3-0121,official_231
"TIANJIN XINLAN WEIYE TECHNOLOGY CO., LTD.",天津鑫岚伟业科技有限公司,E3,Accessories,零配件馆,E3-0123,official_232
"CIXI HENGFENG VEHICLE CO., LTD.",慈溪市恒丰车业有限公司,E3,Accessories,零配件馆,E3-0126,official_233
"TIANJIN MOMA TECHNOLOGY CO., LTD.",天津摩犸科技有限公司,E3,Accessories,零配件馆,E3-0129,official_234
"NINGBO QIYING SPORTS EQUIPMENT CO., LTD.",宁波骑鹰运动器材有限公司（原昊爵）,E3,Accessories,零配件馆,E3-0132,official_235
"CIXI JIEYA BICYCLE CO., LTD.",慈溪市捷雅（羚翔）车业有限公司,E3,Accessories,零配件馆,E3-0134,official_236
TRANSART,政伸印刷,E3,Accessories,零配件馆,E3-0137,official_237
"XINGTAI HEHAO BICYCLE CO., LTD.",邢台赫浩自行车有限公司,E3,Accessories,零配件馆,E3-0140,official_238
"FOSHAN YOUYING SPORTS TECHNOLOGY CO., LTD.",佛山市佑盈运动科技有限公司,E3,Accessories,零配件馆,E3-0143,official_239
"DONGGUAN XINKAIMING SPORTS EQUIPMENT CO., LTD.",东莞市鑫凯铭运动器材有限公司,E3,Accessories,零配件馆,E3-0145,official_240
"NINGBO TUNAISI FREEWHEEL CO., LTD.",宁波图耐斯飞轮有限公司,E3,Accessories,零配件馆,E3-0201,official_241
"XINGTAI WEEN CHILDREN TOYS CO., LTD.",邢台薇恩儿童玩具有限公司,E3,Accessories,零配件馆,E3-0240,official_242
XINGTAI YUANXIANG ZIXINGCE YIUXIANGONGS,邢台远翔自行车有限公司,E3,Accessories,零配件馆,E3-0243,official_243
宁波帕菲特车业股份有限公司,宁波帕菲特车业股份有限公司,E3,Accessories,零配件馆,E3-0401,official_244
"JINHUA STARS ALLOY RIMS CO., LTD.",金华市双星铝圈有限公司,E3,Accessories,零配件馆,E3-0405,official_245
"CIXI MIXIER BICYCLE CO., LTD.",慈溪市米歇尔车业有限公司,E3,Accessories,零配件馆,E3-0412,official_246
"NINGBO NEW XINUO BICYCLE CO., LTD.",宁波市新禧诺车业有限公司,E3,Accessories,零配件馆,E3-0414,official_247
"KUNSHAN YILUN INTELLIGENT TECHNOLOGY CO., LTD.",昆山亿轮智能科技有限公司,E3,Accessories,零配件馆,E3-0416,official_248
"NINGBO JINDALAI VEHICLE INDUSTRY CO., LTD.",宁波金达莱车业有限公司,E3,Accessories,零配件馆,E3-0418,official_249
"SUZHOU YIDUO SPORTS TECHNOLOGY CO., LTD. / KUNSHAN ANPENG VEHICLE MATERIAL CO., LTD.",苏州意多运动科技有限公司/昆山安鹏车料有限公司,E3,Accessories,零配件馆,E3-0421,official_250
"CIXI CITY FEILAIER VEHICLE INDUSTRY CO., LTD.",慈溪市菲莱尔车业有限公司,E3,Accessories,零配件馆,E3-0423,official_251
"NINGBO SIMAERS SPORTS EQUIPMENT CO., LTD.",宁波星曼运动器材有限公司,E3,Accessories,零配件馆,E3-0426,official_252
"CIXI MENKIN BICYCLE CO., LTD.",慈溪市猛进车业有限公司,E3,Accessories,零配件馆,E3-0432,official_253
"CANGZHOU TIANDE HAREDWARE MANUFACTURING CO., LTD.",沧州天德五金制造有限公司,E3,Accessories,零配件馆,E3-0434,official_254
"TAIZHOU SHUANGJING BICYCLE CO., LTD.",泰州双井车业有限公司,E3,Accessories,零配件馆,E3-0437,official_255
"XINGTAI YIJIE BICYCLE ACCESSORIES CO., LTD.",邢台益捷自行车配件有限公司,E3,Accessories,零配件馆,E3-0440,official_256
"TIANJIN NICEYIDA SPORT TECH CO., LTD. / TIANJIN HAIZHICHUAN INTERNATIONAL TRADE CO., LTD.",天津美益达运动科技有限公司/天津市海之川国际贸易有限公司,E3,Accessories,零配件馆,E3-0443,official_257
"DONGGUAN MEROCA SPORTS PRODUCTS CO., LTD.",东莞市麦瑞卡运动用品有限公司,E3,Accessories,零配件馆,E3-0445,official_258
"CIXI XINDU VEHICLE INDUSTRY CO., LTD.",慈溪市鑫都车业有限公司,E3,Accessories,零配件馆,E3-0523,official_259
"NINGBO DONGFANG GOLD CHAIN INDUSTRY &amp; TRADE CO., LTD.",宁波市东方金链工贸有限公司,E3,Accessories,零配件馆,E3-0601,official_260
"NINGBO PENK INTELLIGENT TECHNOLOGY CO., LTD.",宁波匹克智能科技有限公司,E3,Accessories,零配件馆,E3-0705,official_261
"JIANGMENSHI WEIYI ALUMINUM CO., LTD.",江门市维艺铝业科技有限公司,E3,Accessories,零配件馆,E3-0712,official_262
"NINGBO YOUSHENG BICYCLE CO., LTD.",宁波优升车业有限公司,E3,Accessories,零配件馆,E3-0716,official_263
"DONGTAI YUEXING TECHNOLOGY CO., LTD.",东台悦行科技有限公司,E3,Accessories,零配件馆,E3-0721,official_264
CIXI KANGYUE BICYCLE,慈溪市康跃车业有限公司,E3,Accessories,零配件馆,E3-0723,official_265
"ZHEJIANG LANXI LANHANG CHAIN DRIVE ACCESSORY CO., LTD.",浙江兰溪兰航链传动配件有限公司,E3,Accessories,零配件馆,E3-0726,official_266
"CIXI KANGDI BICYCLE CO., LTD.",慈溪康迪车业有限公司,E3,Accessories,零配件馆,E3-0732,official_267
"HEBEI YIHUA BICYCLE CO., LTD.",河北亿华自行车有限公司,E3,Accessories,零配件馆,E3-0734,official_268
"SHENZHEN HANHONGXIN PRECISION TECHNOLOGY CO., LTD.",深圳市汉鸿欣精密科技有限公司,E3,Accessories,零配件馆,E3-0737,official_269
"KUNSHAN WANDA METAL PRODUCTS CO., LTD.",昆山市万达金属制品有限公司,E3,Accessories,零配件馆,E3-0740,official_270
"XINGTAI CHENXING AUTOMOBILE CO., LTD.",邢台晨星车业有限责任公司,E3,Accessories,零配件馆,E3-0743,official_271
"HEBEI HONGLI BICYCLE TECHNOLOGY CO., LTD.",河北鸿利自行车科技有限公司,E3,Accessories,零配件馆,E3-0745,official_272
"HAOJIE (HK) CO., LTD.",香港豪杰有限公司,E3,Accessories,零配件馆,E3-0812,official_273
"HANGZHOU BAIKESI BICYCLE CO., LTD.",杭州佰客思自行车有限公司,E3,Accessories,零配件馆,E3-0813,official_274
"SANHEWLETT METAL PRODUCTS (TAISHAN) CO., LTD.",三合利金属制品（台山）有限公司,E3,Accessories,零配件馆,E3-0821,official_275
"TIANJIN ANSHIDA BICYCLE CO., LTD.",天津市凯瑞进出口有限公司（天津格斯克运动器材有限公司）,E3,Accessories,零配件馆,E3-0901,official_276
"LANXI WHEELTOP CYCLE INDUSTRIES CO., LTD.",兰溪轮峰车料有限公司,E3,Accessories,零配件馆,E3-0905,official_277
"NINGBO S.SHINE BICYCLE INDUSTRY CO., LTD.",宁波桑夏车业有限公司,E3,Accessories,零配件馆,E3-0912,official_278
"TAICANG&nbsp;AYA METALWARE CO., LTD.",太仓亿海金属制品有限公司,E3,Accessories,零配件馆,E3-0916,official_279
EVERESTT INTERNATIONAL INDUSTRIES LTD.,南京金宏一工贸有限公司,E3,Accessories,零配件馆,E3-0918,official_280
"NINGBO JOYSUN BICYCLE CO., LTD.",宁波久和车业有限公司,E3,Accessories,零配件馆,E3-0921,official_281
"NINGBO HAISHU MAGNESIUM HAO CAR INDUSTRY CO., LTD.",宁波市海曙镁豪车业有限公司,E3,Accessories,零配件馆,E3-0926,official_282
"HUIZHOU KANGSHENG COMPOSITES TECHNOLOGY CO., LTD.",惠州康晟复合材料科技有限公司,E3,Accessories,零配件馆,E3-0929,official_283
"FOSHAN AIFEIT BICYCLE ACCESSORY CO., LTD.",佛山市艾菲特自行车配件有限公司,E3,Accessories,零配件馆,E3-0932,official_284
"LANXISHI TONGLI ALUMINUM CO., LTD.",兰溪市同力铝业股份有限公司,E3,Accessories,零配件馆,E3-0937,official_285
平乡县超力车业有限公司,平乡县超力车业有限公司,E3,Accessories,零配件馆,E3-0940,official_286
广宗县凯宇车业有限公司,广宗县凯宇车业有限公司,E3,Accessories,零配件馆,E3-0943,official_287
"TIANJIN CHUANGMENG BICYCLE PARTS CO., LTD.",扬州创盟自行车配件有限公司,E3,Accessories,零配件馆,E3-1208,official_288
"SHENZHEN CHENGDA BOND TECHNOLOGY CO., LTD.",深圳市诚达邦德科技有限公司,E3,Accessories,零配件馆,E3-1212,official_289
"HEBEI XINDA BICYCLE CO., LTD.",河北信达车业有限公司,E3,Accessories,零配件馆,E3-1214,official_290
"NINGBO JULONG ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",宁波聚龙环保科技有限公司,E3,Accessories,零配件馆,E3-1216,official_291
"TIANJIN RABER &amp; PS CO., LTD.",天津市诚煌科技有限公司,E3,Accessories,零配件馆,E3-1218,official_292
"KUNSHAN SUNTORI VEHICLE METAL CO., LTD.",昆山顺得利金属有限公司,E3,Accessories,零配件馆,E3-1221,official_293
CYCLONE PRECISION (TAIZHOU) INC.,泰州凯特机械有限公司,E3,Accessories,零配件馆,E3-1223,official_294
"TIANJIN WANHUA VEHICLE COMPONENTS CO., LTD. / WANHUA BICYCLE PAATS CO., LTD.",天津市万华车料有限公司,E3,Accessories,零配件馆,E3-1226,official_295
"TIANJIN SHENG FANGTAI TECHNOLOGY CO., LTD.",天津盛方泰科技有限公司/天津市连合工贸有限公司,E3,Accessories,零配件馆,E3-1229,official_296
HAISHU YINJIANG BAOLIFENG BICYCLE FITTING FACTORY,宁波市海曙鄞江宝丽丰车辆配件厂,E3,Accessories,零配件馆,E3-1232,official_297
"XINGTAI CITY JIANGHAO BICYCLE PARTS CO., LTD.",邢台市江浩自行车配件有限公司,E3,Accessories,零配件馆,E3-1234,official_298
"XINGTAI HUABEI BICYCLE PARTS CO., LTD.",邢台市华北自行车零件有限公司,E3,Accessories,零配件馆,E3-1237,official_299
"GUANGZONG COUNTY KAIJIN BICYCLE CO., LTD.",广宗县凯进自行车有限公司,E3,Accessories,零配件馆,E3-1240,official_300
平乡县沐泽车业有限公司,平乡县沐泽车业有限公司,E3,Accessories,零配件馆,E3-1243,official_301
"NINGBO YONGXIN BICYCLE CO., LTD.",宁波市勇欣车业有限公司,E3,Accessories,零配件馆,E3-1245,official_302
"TIANJIN VEALEN TECHNOLOGY CO., LTD.",炜仑（天津）科技有限公司,E3,Accessories,零配件馆,E3-1246,official_303
"NINGBO HENLON BICYCLE CO., LTD.",宁波恒隆车业有限公司,E3,Accessories,零配件馆,E3-1301,official_304
"SHENZHEN LANGTE TECHNOLOGY CO., LTD.",深圳市浪特科技有限公司,E3,Accessories,零配件馆,E3-1312,official_305
"TIANJIN BINFEI CHAIN TANGSHAN CO., LTD.",唐山滨飞链条厂,E3,Accessories,零配件馆,E3-1343,official_306
"NINGBO CHENKUN BICYCLE INDUSTRY CO., LTD.",宁波辰坤车业有限公司,E3,Accessories,零配件馆,E3-1345,official_307
TAIZHOU JIAOJIANG JIANGLING PLASTIC MACHINE FACTORY,台州市椒江江凌塑料机械厂,E3,Accessories,零配件馆,E3-1505,official_308
"GAOPIN WHEEL RIM CO., LTD.",唐山市高品轮辋有限公司,E3,Accessories,零配件馆,E3-1508,official_309
"CHUAN WEI INDUSTRIAL CO., LTD.",全维金属制品（昆山）有限公司,E3,Accessories,零配件馆,E3-1512,official_310
"WENLING DOFOHO BICYCLE PARTS CO., LTD.",温岭东方红车料有限公司,E3,Accessories,零配件馆,E3-1516,official_311
"NINGBO QILONG BICYCLE INDUSTRY CO., LTD.",宁波奇龙车业有限公司,E3,Accessories,零配件馆,E3-1518,official_312
"GUANGZONG FEIXIANG BICYCLE CO., LTD.",河北臻华自行车有限公司,E3,Accessories,零配件馆,E3-1521,official_313
"DDK CYCLE (NANTONG) CO., LTD.",永丰铭车料（南通）有限公司,E3,Accessories,零配件馆,E3-1526,official_314
SHANGHAI HAIWEY INTERNATIONAL CORP.,上海重阳国际贸易有限公司,E3,Accessories,零配件馆,E3-1529,official_315
"SHANGHAI FLEXTECH TRANSMISSION TECHNOLOGY CO., LTD.",上海寰钧传动技术有限公司,E3,Accessories,零配件馆,E3-1532,official_316
"XINGTAI YADA VEHICLE INDUSTRY CO., LTD.",邢台亚达车业有限公司,E3,Accessories,零配件馆,E3-1534,official_317
"CHANGZHOU EASYLIFE PRODUCTS CO., LTD.",常州亿来金属制品有限公司,E3,Accessories,零配件馆,E3-1537,official_318
"XIAMEN GAOLAN NEW MATERIALS CO., LTD.",厦门高澜新材料有限公司,E3,Accessories,零配件馆,E3-1540,official_319
"NINGBO LUYICHI SPORTS CO., LTD.",宁波市路易驰体育用品有限公司,E3,Accessories,零配件馆,E3-1543,official_320
YISAI-XINGTAI,邢台市亿赛自行车制造有限公司,E3,Accessories,零配件馆,E3-1545,official_321
"GUANGZONG COUNTY FEIMA BICYCLE CO., LTD.",广宗县飞马车业有限公司,E3,Accessories,零配件馆,E3-1546,official_322
"CIXI ZHONGYA BICYCLE CO., LTD.",慈溪市中亚车业有限公司,E3,Accessories,零配件馆,E3-1605,official_323
"CHANGZHOU CHUNDA BICYCLE INDUSTRY CO., LTD.",常州春达车业有限公司,E3,Accessories,零配件馆,E3-1637,official_324
"TIANJIN HUANMIN METAL PRODUCTS CO., LTD.",天津市华民金属制品有限公司,E3,Accessories,零配件馆,E3-1701,official_325
"KUNSHAN FANGGE PRECISION FORGING CO., LTD.",昆山方歌精密锻造有限公司,E3,Accessories,零配件馆,E3-1705,official_326
SHUNTUO,慈溪市丰太车业有限公司,E3,Accessories,零配件馆,E3-1709,official_327
浙江长盛塑料轴承技术有限公司,浙江长盛塑料轴承技术有限公司,E3,Accessories,零配件馆,E3-1711,official_328
"HEBEI XIANGLAI TRADING CO., LTD.",河北翔来贸易有限公司,E3,Accessories,零配件馆,E3-1712,official_329
XINGTAIJINTE,邢台金特电动自行车有限公司,E3,Accessories,零配件馆,E3-1715,official_330
"XINGTAI SHANGJIE BICYCLE PARTS CO., LTD.",邢台尚捷自行车配件有限公司,E3,Accessories,零配件馆,E3-1717,official_331
"HSIN-TECH (SHENZHEN) CO., LTD.",深圳信碟科技有限公司,E3,Accessories,零配件馆,E3-1720,official_332
"TIANJIN XINANYUAN IMPORT &amp; EXPORT TRADING CO., LTD.",天津欣安元进出口有限公司,E3,Accessories,零配件馆,E3-1723,official_333
"DEVELOPED PLASTIC PRODUCTS FACTORY IN WEN'AN COUNTY, HEBEI PROVINCE",河北省文安县发达塑胶制品厂,E3,Accessories,零配件馆,E3-1725,official_334
"YUNCHI EQUIPMENT TECHNOLOGY (KUNSHAN) CO., LTD.",云驰设备科技（昆山）有限公司,E3,Accessories,零配件馆,E3-1727,official_335
"SHENZHEN CATO OUTDOOR PRODUCTS CO., LTD.",深圳市凯之拓户外用品有限公司,E3,Accessories,零配件馆,E3-1728,official_336
TIANJIN HOT WHEEL TECHNOLOGY,天津羽轮科技有限公司,E3,Accessories,零配件馆,E3-1729,official_337
"SHAOXING SHANGYU CHUANGXIN VECHICLE INDUSTRY CO., LTD.",绍兴上虞创新车业有限公司,E3,Accessories,零配件馆,E3-1730,official_338
"ZHONGSHAN HENGYI SPORTS EQUIPMENT CO., LTD.",中山恒奕体育器材有限公司,E3,Accessories,零配件馆,E3-1731,official_339
"CIXI ZHONGKEN BICYCLE INDUSTRY CO., LTD.",慈溪市中肯车业有限公司,E3,Accessories,零配件馆,E3-1801,official_340
TIANJIN XINGQI BICYCLE PARTS FACTORY,天津兴起自行车零件有限公司,E3,Accessories,零配件馆,E3-1803,official_341
"SHANGHAI KUILAI ENTERPRISE DEVELOPMENT CO., LTD.",上海葵莱企业发展有限公司,E3,Accessories,零配件馆,E3-1804,official_342
GONGZONGXIAN XINWEI ZIXINGCHE PEIJIANCHANG,广宗县鑫伟自行车配件厂,E3,Accessories,零配件馆,E3-1805,official_343
天津冠麒塑胶有限公司,天津冠麒塑胶有限公司,E3,Accessories,零配件馆,E3-1807,official_344
"NINGBO HUAQING BRAKE CO., LTD.",宁波华轻车闸有限公司,E3,Accessories,零配件馆,E3-1811,official_345
"XINPUWANGJIONG VEHICLE PARTS FACTORY, CIXI CITY",慈溪市新浦旺炯车辆配件厂,E3,Accessories,零配件馆,E3-1813,official_346
"NINGBO SHENGZHOU PLASTIC CO., LTD.",宁波晟洲塑胶有限公司,E3,Accessories,零配件馆,E3-1815,official_347
"JINHUA POWER RIM CO., LTD.",金华市帕威尔车圈有限公司,E4,Tires & accessories,轮胎及零配件馆,"E4-0001, E7-1717",official_348
